🔒 Row ID,Nombre de la Rutina,Ejercicio 1,Ejercicio 2,Ejercicio 3,Ejercicio 4,Ejercico 5,Detalle equipo 1,Detalle equipo 2,Detalle equipo 3 ,detalle equipo 4 ,Detalle equipo 5,instrucciones 1,instruciones 2,instrucciones 3,instrucciones 4,instrucciones 5,Repeticiones 1.0,Repeticiones 2,Repeticiones 2.0,Repeticiones 3,Repeticiones 3.0,Repeticiones 4,Repeticiones 4.0,Repeticiones 5,Repeticiones 5.0,Consejo Pro 1,Consejo Pro 2,Consejo Pro 3,Consejo Pro 4,Consejo Pro 5,Músculos 1,Músculos 2,Músculos 3,Músculos 4,Músculos 5,Ejercicios sistemas,AreaDeTrabajo,Nivel,Enfoque,TodosEjercicioRtuina,TipoDisponibilidad,DiasSemana 1,DiasSemana 2,Dias A Mostrar,Repeticiones 1,Ejercicio 6,Repeticiones 6,Repeticiones 6.0,Músculos 6,RutaMaestría
zefjePWfRL-OPjTyiLXheQ,Semilla Hibrido: Tren Superior A,Press de Banca con Barra,Flexiones en Paralelas (rango completo),Jalón al Pecho en Polea,Fondos Asistidos en Paralelas,Curl de Biceps con Mancuernas,Banco plano + Barra,Barras Paralelas bajas,Polea alta + Barra ancha,Barras Paralelas bajas,Mancuernas,Acuestate en el banco plano con los pies firmes en el suelo. Agarra la barra a la anchura de los hombros. Baja la barra hasta tocar el pecho y empuja hacia arriba hasta extender los brazos.,Manos en las barras en posición de plancha. Baja el pecho por debajo del nivel de las barras aprovechando el rango extra que dan las paralelas. Sube con fuerza.,"Sientate en la maquina de jalón con los muslos fijos bajo los cojines.
  Agarra la barra ancha con las palmas al frente. Tira hacia el pecho superior
  llevando los codos hacia abajo y atras.",Sujeta las barras con los brazos extendidos y los pies apoyados en el suelo con las rodillas flexionadas. Baja el cuerpo doblando los codos hasta que los brazos formen 90 grados. Empuja con fuerza para subir.,"De pie con una mancuerna en cada mano y los brazos extendidos. Flexiona
  los codos subiendo las mancuernas hacia los hombros. Baja con control sin
  balancear el cuerpo.",4 series de 8-10 reps,4 series de 8-12 reps,4 series de 8-12 reps,4 series de 10-12 reps,4 series de 10-12 reps,3 series de 8-10 reps,3 series de 8-10 reps,3 series de 10-12 reps,3 series de 10-12 reps,"Retrae las escapulas y saca pecho antes de
  desenganchar la barra. No rebotes en el pecho.",Baja lento (3 segundos) y sube explosivo. El rango extra activa más fibras del pecho.,"Saca pecho al tirar. No te inclines demasiado hacia atras. Controla el
  regreso.",Usa los pies solo como apoyo parcial. Conforme ganes fuerza apoya cada vez menos los pies hasta poder hacerlos sin asistencia.,Manten los codos pegados al torso. No uses impulso con la espalda.,"Pectorales, Tricceps, Deltoides frontal","Pectorales, Tríceps, Deltoides","Dorsales, Biceps, Romboides","Triceps, Pecho inferior, Deltoides frontal",Biceps, Método Híbrido V&V,,Semilla,Tren Superior,,Mas de 3 Dias,Lunes Jueves ,Lunes Jueves ,Lunes Jueves ,4 series de 8-10 reps,,,,,
vSyAcWQxQXeh6p0NxxSk0g,Semilla Hibrido: Tren Superior B,Press Inclinado con Mancuernas,Escapula Push-ups,Remo con Mancuerna,Flexiones en Rodillas,Press Militar con Mancuernas,Banco inclinado 30-45° + Mancuernas,Barras Paralelas bajas,Banco plano + Mancuerna,N/A,Banco a 90° + Mancuernas,"Acuestate en el banco inclinado. Sube las mancuernas a la altura del
  pecho con los codos abiertos. Empuja hacia arriba juntando ligeramente las
  mancuernas arriba. Baja con control.","En posición de plancha, hunde y separa los omóplatos sin doblar los codos.","Apoya una rodilla y una mano en el banco. Con la otra mano sujeta la
  mancuerna y tira hacia la cadera llevando el codo hacia atras. Baja con
  control.",Apoya las manos a la anchura de los hombros y las rodillas en el piso. Baja el pecho hasta casi tocar el suelo manteniendo el cuerpo alineado desde rodillas hasta cabeza. Empuja para subir.,"Sientate en el banco con respaldo vertical. Sube las mancuernas a la
  altura de los hombros con las palmas al frente. Empuja hacia arriba hasta
  extender los brazos y baja con control.",4 series de 8-10 reps,3 series de 10-15 reps,3 series de 10-15 reps,4 series de 10-12 reps por lado,4 series de 10-12 reps por lado,3 series de 8-12 reps,3 series de 8-12 reps,4 series de 8-10 reps,4 series de 8-10 reps,"Manten las escapulas retraidas. El angulo de 30° activa mas pecho
  superior sin sobrecargar el hombro.","Imagina que quieres empujar el suelo lejos de ti para separar las ""alitas"" de la espalda.",Aprieta la espalda arriba durante 1 segundo. No gires el torso al tirar.,Mantén los codos en forma de flecha hacia atrás y no hacia afuera. Aprieta el abdomen en todo momento.,"No arquees la espalda baja. Aprieta el abdomen durante todo el
  movimiento.","Pecho superior, Triceps, Deltoides frontal","Serrato anterior, Trapecio, Romboides.","Dorsales, Romboides, Bicceps","Pectorales, Tríceps, Deltoides","Deltoides, Triceps, Trapecio", Método Híbrido V&V,,Semilla,Tren Superior,,Mas de 3 Dias,Lunes Jueves ,Lunes Jueves ,Lunes Jueves ,4 series de 8-10 reps,,,,,
5PiEklxZSx26xSMxTKFtOQ,Semilla Hibrido: Tren Superior C,Press de Banca con Mancuernas,Flexiones Neutras (en paralelas),Remo en Maquina,L-Sit Asistido (rodillas flexionadas),Elevaciones Laterales con Mancuernas,Banco plano + Mancuernas,Barras Paralelas bajas,Maquina de remo sentado,Barras Paralelas bajas,Mancuernas,"Acuestate en el banco con una mancuerna en cada mano a la altura del
  pecho. Empuja hacia arriba extendiendo los brazos y baja con control hasta
  que los codos queden a 90 grados.","Manos en las barras, cuerpo recto como tabla. Baja el pecho hasta el nivel de las barras.","Sientate en la maquina con el pecho apoyado en el coji­n. Agarra las
  manijas y tira hacia atras apretando los omoplatos. Regresa con control.",Siéntate entre las barras con las manos en las barras y los brazos rectos. Levanta la cadera del suelo con las rodillas flexionadas hacia el pecho.,"De pie con una mancuerna en cada mano a los lados. Sube los brazos
  lateralmente hasta la altura de los hombros manteniendo una ligera flexion de
  codos. Baja con control.",4 series de 8-10 reps,3 series de 8-12 reps,3 series de 8-12 reps,4 series de 10-12 reps,4 series de 10-12 reps,3 series de 15-20 seg,3 series de 15-20 seg,3 series de 12-15 reps,3 series de 12-15 reps,"Las mancuernas permiten mayor rango de movimiento que la barra. Baja
  hasta sentir estiramiento en el pecho.","Mantén los codos hacia atrás (forma de flecha), no hacia afuera (forma de T).","Saca pecho y manten la espalda erguida. Aprieta la espalda 1 segundo al
  final.",Bloquea los codos y empuja las barras hacia abajo con fuerza. Mantén los hombros lejos de las orejas.,"Usa peso ligero y control. Imagina que viertes agua de una jarra al
  subir.","Pectorales, Triceps, Deltoides frontal","Pecho, Tríceps, Deltoides frontal.","Dorsales, Romboides, Biceps","Abdominales, Tríceps, Flexores de cadera",Deltoides lateral, Método Híbrido V&V,,Semilla,Tren Superior,,Mas de 3 Dias,Lunes Jueves ,Lunes Jueves ,Lunes Jueves ,4 series de 8-10 reps,,,,,
9MDTLE73S8i3DTnMUvs3EQ,Semilla Hibrido: Tren Inferior A,Sentadilla con Barra,Prensa de Piernas,Curl Femoral en Maquina,Elevación de Talones con Barra,Puente de Glúteo a Una Pierna,Rack + Barra,Maquina prensa de piernas,Maquina curl femoral acostado,Rack + Barra,N/A,"Coloca la barra sobre los trapecios. Pies a la anchura de los hombros.
  Baja flexionando rodillas y cadera como si te sentaras. Manten la espalda
  recta y sube empujando con los talones.","Sientate en la maquina con los pies en la plataforma a la anchura de los
hombros. Suelta los seguros y baja la plataforma flexionando las rodillas
hasta 90 grados. Empuja para subir.",Acuestate boca abajo en la maquina con los tobillos bajo el cojin. Flexiona las rodillas llevando los talones hacia los gluteos. Baja con control.,Coloca la barra sobre los trapecios como en sentadilla. Sube los talones apretando las pantorrillas. Baja con control hasta estirar completamente.,Acuéstate boca arriba con una rodilla flexionada y el pie en el suelo. Extiende la otra pierna hacia arriba. Empuja la cadera hacia arriba con la pierna apoyada.,4 series de 8-10 reps,4 series de 10-12 reps,4 series de 10-12 reps,4 series de 10-12 reps,4 series de 10-12 reps,4 series de 15-20 reps,4 series de 15-20 reps,3 series de 10 reps por pierna,3 series de 10 reps por pierna,"Mira al frente. Las rodillas van en dirección a los pies. Baja al menos
  hasta paralelo.","No bloquees completamente las rodillas arriba. Manten la espalda baja
  pegada al respaldo.","No levantes la cadera del banco. Aprieta los isquiotibiales arriba 1
  segundo.","Haz pausa de 2 segundos arriba. Puedes poner un disco bajo los pies para
  mayor rango.",Aprieta el glúteo arriba y mantén la cadera nivelada. No dejes que la cadera se incline hacia un lado.,"Cuadriceps, Glueos, Isquiotibiales","Cuadriceps, Gluteos",Isquiotibiales,Pantorrillas (Gemelos y Soleo),"Glúteos, Isquiotibiales, Core", Método Híbrido V&V,,Semilla,Tren Inferior,,Mas de 3 Dias,Martes Viernes,Martes Viernes,Martes Viernes,4 series de 8-10 reps,,,,,
oIa.WjL7T2GtE7QmgnD5xA,Semilla Hibrido: Tren Inferior B,Peso Muerto Rumano con Barra,Zancada con Mancuernas,Hip Thrust con Barra,Extensión de Cuadriceps en Maquina,Wall Sit (sentadilla en pared),Barra,Mancuernas,Banco + Barra + Pad,Maquina extensión de cuadriceps,Muro,"De pie con la barra frente a los muslos y agarre a la anchura de los
  hombros. Inclina el torso hacia adelante con rodillas ligeramente
  flexionadas. Baja la barra por las piernas hasta sentir estiramiento en
  isquiotibiales. Sube apretando gluteos.","De pie con una mancuerna en cada mano. Da un paso al frente y baja la
  rodilla trasera casi al suelo. Empuja con la pierna delantera para volver a
  la posición inicial.","Sientate en el suelo con la espalda alta apoyada en un banco. Coloca la
  barra con pad sobre la cadera. Empuja la cadera hacia arriba apretando los
  gluteos. Baja con control.",Sientate en la maquina con los tobillos bajo el coji­n. Extiende las rodillas subiendo el peso hasta que las piernas queden rectas. Baja con control.,Apoya la espalda contra la pared y baja hasta que tus muslos queden paralelos al suelo formando 90 grados con las rodillas. Mantén la posición.,4 series de 8-10 reps,4 series de 10 reps por pierna,4 series de 10 reps por pierna,4 series de 10-12 reps,4 series de 10-12 reps,3 series de 12-15 reps,3 series de 12-15 reps,3 series de 30-45 seg,3 series de 30-45 seg,"Manten la barra pegada a las piernas. La espalda siempre recta. No
  redondees.","Manten el torso erguido. La rodilla delantera no debe pasar la punta del
  pie.","Aprieta los gluteos arriba 2 segundos. La barbilla al pecho para no
  hiperextender.","No uses impulso. Aprieta los cuadriceps arriba 1 segundo. Baja lento (3
  segundos).",Empuja la espalda baja contra la pared. No apoyes las manos en los muslos.,"Isquiotibiales, Gluteos, Espalda baja","Cuadriceps, Gluteos, Isquiotibiales","Gluteos, Isquiotibiales",Cuadriceps,"Cuádriceps, Glúteos", Método Híbrido V&V,,Semilla,Tren Inferior,,Mas de 3 Dias,Martes Viernes,Martes Viernes,Martes Viernes,4 series de 8-10 reps,,,,,
a.VcMmexgTfKoIKoVtXhWFw,Semilla Hibrido: Tren Inferior C,Sentadilla Goblet con Mancuerna,Curl Femoral Sentado en Maquina,Prensa de Piernas,Elevación de Talones en Prensa,Zancada Reversa,Mancuerna,Maquina curl femoral sentado,Maquina prensa de piernas,Maquina prensa de piernas,N/A,"De pie sujeta una mancuerna vertical contra el pecho con ambas manos.
  Baja en sentadilla profunda manteniendo el torso erguido. Sube empujando con
  los talones.","Sientate en la maquina con las piernas extendidas sobre el cojin.
  Flexiona las rodillas llevando los talones hacia abajo y atras. Regresa con
  control.","Sientate en la maquina con los pies en la plataforma a la anchura de los
hombros. Suelta los seguros y baja la plataforma flexionando las rodillas
hasta 90 grados. Empuja para subir.","Sientate en la prensa con solo las puntas de los pies en la plataforma.
  Empuja extendiendo los tobillos (puntillas) y regresa con control.",De pie con los pies juntos. Da un paso largo hacia atrás con una pierna y baja la rodilla trasera casi hasta el suelo. Empuja con la pierna delantera para volver a la posición inicial.,3 series de 10-12 reps,3 series de 12-15 reps,3 series de 12-15 reps,4 series de 10-12 reps,4 series de 10-12 reps,4 series de 15-20 reps,4 series de 15-20 reps,3 series de 10 reps por pierna,3 series de 10 reps por pierna,"Los codos deben pasar por dentro de las rodillas. Excelente para aprender
  la tecnica de sentadilla.","Ajusta el respaldo para que las rodillas queden alineadas con el eje de
  la maquina.","No bloquees completamente las rodillas arriba. Manten la espalda baja
  pegada al respaldo.",No bloquees las rodillas. Haz el rango completo estirando bien abajo.,Mantén el torso erguido y la rodilla delantera alineada con el tobillo. No dejes que la rodilla pase la punta del pie.,"Cuadriceps, Gluteos",Isquiotibiales,"Cuadriceps, Gluteos",Pantorrillas (Gemelos y Soleo),"Cuádriceps, Glúteos, Isquiotibiales", Método Híbrido V&V,,Semilla,Tren Inferior,,Mas de 3 Dias,Martes Viernes,Martes Viernes,Martes Viernes,3 series de 10-12 reps,,,,,
RfpAOBDlT.SB-7oNNPUTiQ,Semilla Hibrido: Cuerpo Completo A,Press de Banca con Barra,Sentadilla con Barra,Flexiones en Paralelas (rango completo),Curl Femoral en Maquina,Remo con Mancuerna,Banco plano + Barra,Rack + Barra,Barras Paralelas bajas,Maquina curl femoral acostado,Banco plano + Mancuerna,Acuestate en el banco plano con los pies firmes en el suelo. Agarra la barra a la anchura de los hombros. Baja la barra hasta tocar el pecho y empuja hacia arriba hasta extender los brazos.,"Coloca la barra sobre los trapecios. Pies a la anchura de los hombros.
  Baja flexionando rodillas y cadera como si te sentaras. Manten la espalda
  recta y sube empujando con los talones.",Manos en las barras en posición de plancha. Baja el pecho por debajo del nivel de las barras aprovechando el rango extra que dan las paralelas. Sube con fuerza.,Acuestate boca abajo en la maquina con los tobillos bajo el cojin. Flexiona las rodillas llevando los talones hacia los gluteos. Baja con control.,"Apoya una rodilla y una mano en el banco. Con la otra mano sujeta la
  mancuerna y tira hacia la cadera llevando el codo hacia atras. Baja con
  control.",4 series de 8-10 reps,4 series de 8-10 reps,4 series de 8-10 reps,4 series de 8-12 reps,4 series de 8-12 reps,4 series de 10-12 reps,4 series de 10-12 reps,4 series de 10-12 reps por lado,4 series de 10-12 reps por lado,"Retrae las escapulas y saca pecho antes de
  desenganchar la barra. No rebotes en el pecho.","Mira al frente. Las rodillas van en dirección a los pies. Baja al menos
  hasta paralelo.",Baja lento (3 segundos) y sube explosivo. El rango extra activa más fibras del pecho.,"No levantes la cadera del banco. Aprieta los isquiotibiales arriba 1
  segundo.",Aprieta la espalda arriba durante 1 segundo. No gires el torso al tirar.,"Pectorales, Tricceps, Deltoides frontal","Cuadriceps, Glueos, Isquiotibiales","Pectorales, Tríceps, Deltoides",Isquiotibiales,"Dorsales, Romboides, Bicceps", Método Híbrido V&V,,Semilla,Cuerpo Completo,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/VukdtLJ5Q2pFVl7iVbpn.png,3 Dias,Lunes Viernes,Miercoles,Lunes Viernes,4 series de 8-10 reps,,,,,
WuHBmNqmR-KFO-xQKfS.Hw,Semilla Hibrido: Cuerpo Completo B,Press Inclinado con Mancuernas,Zancada con Mancuernas,Escapula Push-ups,Hip Thrust con Barra,Jalón al Pecho en Polea,Banco inclinado 30-45° + Mancuernas,Mancuernas,Barras Paralelas bajas,Banco + Barra + Pad,Polea alta + Barra ancha,"Acuestate en el banco inclinado. Sube las mancuernas a la altura del
  pecho con los codos abiertos. Empuja hacia arriba juntando ligeramente las
  mancuernas arriba. Baja con control.","De pie con una mancuerna en cada mano. Da un paso al frente y baja la
  rodilla trasera casi al suelo. Empuja con la pierna delantera para volver a
  la posición inicial.","En posición de plancha, hunde y separa los omóplatos sin doblar los codos.","Sientate en el suelo con la espalda alta apoyada en un banco. Coloca la
  barra con pad sobre la cadera. Empuja la cadera hacia arriba apretando los
  gluteos. Baja con control.","Sientate en la maquina de jalón con los muslos fijos bajo los cojines.
  Agarra la barra ancha con las palmas al frente. Tira hacia el pecho superior
  llevando los codos hacia abajo y atras.",4 series de 8-10 reps,4 series de 10 reps por pierna,4 series de 10 reps por pierna,3 series de 10-15 reps,3 series de 10-15 reps,4 series de 10-12 reps,4 series de 10-12 reps,4 series de 10-12 reps,4 series de 10-12 reps,"Manten las escapulas retraidas. El angulo de 30° activa mas pecho
  superior sin sobrecargar el hombro.","Manten el torso erguido. La rodilla delantera no debe pasar la punta del
  pie.","Imagina que quieres empujar el suelo lejos de ti para separar las ""alitas"" de la espalda.","Aprieta los gluteos arriba 2 segundos. La barbilla al pecho para no
  hiperextender.","Saca pecho al tirar. No te inclines demasiado hacia atras. Controla el
  regreso.","Pecho superior, Triceps, Deltoides frontal","Cuadriceps, Gluteos, Isquiotibiales","Serrato anterior, Trapecio, Romboides.","Gluteos, Isquiotibiales","Dorsales, Biceps, Romboides", Método Híbrido V&V,,Semilla,Cuerpo Completo,,3 Dias,Miercoles,Lunes Viernes,Miercoles,4 series de 8-10 reps,,,,,
GIQwjbIsS2KIr22BjB7zWA,Semilla Hibrido: Cuerpo Completo C,Press de Banca con Mancuernas,Sentadilla Goblet con Mancuerna,Fondos Asistidos en Paralelas,Peso Muerto Rumano con Barra,Elevaciones Laterales con Mancuernas,Banco plano + Mancuernas,Mancuerna,Barras Paralelas bajas,Barra,Mancuernas,"Acuestate en el banco con una mancuerna en cada mano a la altura del
  pecho. Empuja hacia arriba extendiendo los brazos y baja con control hasta
  que los codos queden a 90 grados.","De pie sujeta una mancuerna vertical contra el pecho con ambas manos.
  Baja en sentadilla profunda manteniendo el torso erguido. Sube empujando con
  los talones.",Sujeta las barras con los brazos extendidos y los pies apoyados en el suelo con las rodillas flexionadas. Baja el cuerpo doblando los codos hasta que los brazos formen 90 grados. Empuja con fuerza para subir.,"De pie con la barra frente a los muslos y agarre a la anchura de los
  hombros. Inclina el torso hacia adelante con rodillas ligeramente
  flexionadas. Baja la barra por las piernas hasta sentir estiramiento en
  isquiotibiales. Sube apretando gluteos.","De pie con una mancuerna en cada mano a los lados. Sube los brazos
  lateralmente hasta la altura de los hombros manteniendo una ligera flexion de
  codos. Baja con control.",4 series de 8-10 reps,3 series de 10-12 reps,3 series de 10-12 reps,3 series de 8-10 reps,3 series de 8-10 reps,4 series de 8-10 reps,4 series de 8-10 reps,3 series de 12-15 reps,3 series de 12-15 reps,"Las mancuernas permiten mayor rango de movimiento que la barra. Baja
  hasta sentir estiramiento en el pecho.","Los codos deben pasar por dentro de las rodillas. Excelente para aprender
  la tecnica de sentadilla.",Usa los pies solo como apoyo parcial. Conforme ganes fuerza apoya cada vez menos los pies hasta poder hacerlos sin asistencia.,"Manten la barra pegada a las piernas. La espalda siempre recta. No
  redondees.","Usa peso ligero y control. Imagina que viertes agua de una jarra al
  subir.","Pectorales, Triceps, Deltoides frontal","Cuadriceps, Gluteos","Triceps, Pecho inferior, Deltoides frontal","Isquiotibiales, Gluteos, Espalda baja",Deltoides lateral, Método Híbrido V&V,,Semilla,Cuerpo Completo,,3 Dias,,,,4 series de 8-10 reps,,,,,
WSTNOQ5bRI6pOjl1de7e.A,Pino Hibrido: Tren Superior A,Press de Banca Inclinado con Barra,Fondos Profundos en Paralelas,Remo con Barra,Pike Push-ups (en paralelas),Curl con Barra Recta,Banco inclinado + Barra,Barras Paralelas bajas,Barra,Barras Paralelas bajas,Barra recta,Acuéstate en banco inclinado a 30-45Â. Agarra la barra a la anchura de los hombros. Baja al pecho superior y empuja hasta extender los brazos.,Sujeta las barras con brazos extendidos. Baja el cuerpo doblando los codos hasta que los hombros queden por debajo de los codos. Empuja para subir.,"De pie con las rodillas ligeramente flexionadas e inclinado a 45°. Agarra la barra con agarre prono. Tira hacia el abdomen bajo apretando la espalda.
Baja con control.",Manos en las barras en posición de plancha. Sube la cadera formando una V invertida. Baja la cabeza entre las barras doblando los codos y empuja para subir.,"De pie sujeta la barra recta con agarre supino a la anchura de los
  hombros. Flexiona los codos subiendo la barra hacia los hombros. Baja con
  control.",4 series de 6-8 reps,4 series de 6-10 reps,4 series de 6-10 reps,4 series de 6-8 reps,4 series de 6-8 reps,4 series de 6-10 reps,4 series de 6-10 reps,4 series de 8-10 reps,4 series de 8-10 reps,"Retrae las escapulas. El angulo de 30° es ideal para pecho superior sin
  cargar demasiado el hombro.",Inclina el torso ligeramente al frente para más activación de pecho. Si sientes dolor en el hombro no bajes tanto.,Manten la espalda recta y el core apretado. No uses impulso con las piernas.,Cuanto más cerca estén los pies de las manos más difícil será. Mira hacia las barras al bajar.,"Manten los codos fijos y el torso recto. No balancees. Usa peso que
  permita forma estricta.","Pecho superior, Triceps, Deltoides frontal","Pecho, Tríceps, Deltoides frontal","Dorsales, Romboides, Trapecio, Biceps","Deltoides, Tríceps, Trapecio","Biceps, Antebrazo", Método Híbrido V&V,,Pino,Tren Superior,,Mas de 3 Dias,Lunes Jueves ,Lunes Jueves ,Lunes Jueves ,4 series de 6-8 reps,,,,,
a.G27ei0aQ5Sq0.SWjLlWtA,Pino Hibrido: Tren Superior B,Press Declinado con Mancuernas,Dominadas con Peso,Flexiones Archer Asistidas,Face Pull en Polea,L-Sit (piernas extendidas),Banco declinado + Mancuernas,Barra de dominadas + Cinturon con disco,N/A,Polea alta + Cuerda,Barras Paralelas bajas,"Acuestate en banco declinado con los pies asegurados. Sube las mancuernas
  sobre el pecho y baja con los codos a 90°. Empuja hacia arriba.","Cuelga de la barra con disco atado al cinturan. Tira del cuerpo hacia
  arriba hasta que la barbilla pase la barra. Baja con control.",En posición de flexión con las manos más abiertas que los hombros. Baja hacia un lado doblando un codo mientras el otro brazo se extiende. Empuja para subir y alterna.,"De pie frente a la polea alta con la cuerda a la altura de la cara. Tira
  hacia la cara abriendo los codos hacia afuera. Aprieta los omoplatos atras.",Siéntate entre las barras con manos en las barras y brazos rectos. Levanta la cadera y extiende las piernas completamente al frente formando una L.,4 series de 8-10 reps,4 series de 5-8 reps,4 series de 5-8 reps,4 series de 5-8 reps por lado,4 series de 5-8 reps por lado,4 series de 12-15 reps,4 series de 12-15 reps,4 series de 10-20 seg,4 series de 10-20 seg,"El angulo declinado enfatiza el pecho inferior. No uses peso excesivo por
  la posición invertida.","Inicia el movimiento retrayendo las escapulas. Si no puedes con peso
  empieza con tu peso corporal.",El brazo extendido puede tener los dedos apoyados para asistencia. Baja el pecho hacia la mano que se flexiona.,"Excelente para salud del hombro y postura. Rota los puÃ±os hacia afuera
  al final del movimiento.",Empuja las barras hacia abajo con fuerza. Activa los cuádriceps para mantener las piernas rectas y arriba.,"Pecho inferior, Triceps","Dorsales, Biceps, Romboides, Core","Pectorales, Tríceps, Deltoides","Deltoides posterior, Trapecio, Romboides","Abdominales, Flexores de cadera, Tríceps", Método Híbrido V&V,,Pino,Tren Superior,,Mas de 3 Dias,Lunes Jueves ,Lunes Jueves ,Lunes Jueves ,4 series de 8-10 reps,,,,,
7mflJNs3TaK4BIpcRgkmzg,Pino Hibrido: Tren Superior C,Aperturas con Mancuernas,Dominadas Australianas (en barra baja),Remo Pendlay con Barra,Fondos con Peso en Paralelas,Press Militar con Barra,Banco plano + Mancuernas,Barra baja o barra de dominadas baja,Barra,Paralelas + Cinturon con disco,Rack + Barra,"Acuestate en el banco con mancuernas sobre el pecho y brazos extendidos.
  Abre los brazos bajando las mancuernas con los codos ligeramente flexionados.
  Junta arriba.",Acuéstate debajo de la barra y sujétala con agarre prono. Cuerpo recto como tabla con los talones en el suelo. Tira del pecho hacia la barra y baja con control.,"Inclinate con el torso paralelo al suelo. La barra en el piso. Tira
  explosivamente hacia el abdomen y baja con control hasta el suelo en cada
  rep.","Sujeta las paralelas con disco atado al cinturon. Baja doblando los codos
  hasta que los hombros queden por debajo de los codos. Empuja para subir.",De pie con la barra a la altura de los hombros. Agarre a la anchura de los hombros. Empuja la barra sobre la cabeza extendiendo completamente. Baja con control al menton.,4 series de 10-12 reps,4 series de 8-12 reps,4 series de 8-12 reps,4 series de 6-8 reps,4 series de 6-8 reps,4 series de 6-8 reps,4 series de 6-8 reps,4 series de 6-8 reps,4 series de 6-8 reps,"No bajes demasiado para proteger los hombros. Siente el estiramiento en
  el pecho al abrir.",Aprieta los omóplatos al subir. Cuanto más horizontal esté tu cuerpo más difícil será.,"Cada repetición empieza desde el suelo. Mas explosivo que el remo normal.
  Espalda siempre recta.","Inclina el torso al frente para mas pecho. Vertical para mas tricceps.
  Controla la bajada.",Aprieta gluteos y abdomen para estabilizar. No arquees la espalda baja.,"Pectorales, Deltoides frontal","Espalda (Dorsales), Bíceps, Romboides","Dorsales, Trapecio, Romboides, Biceps","Pecho, Triceps, Deltoides frontal","Deltoides, Triceps, Trapecio, Core", Método Híbrido V&V,,Pino,Tren Superior,,Mas de 3 Dias,Lunes Jueves ,Lunes Jueves ,Lunes Jueves ,4 series de 10-12 reps,,,,,
ba6.MQaGS3eyVAUr0ybw7Q,Pino Hibrido: Tren Inferior A,Sentadilla Profunda con Barra,Peso Muerto Convencional,Prensa de Piernas (pies altos),Curl Femoral Acostado en Maquina,Pistol Squat Asistida (con liga),Rack + Barra,Barra + Discos,Maquina prensa de piernas,Maquina curl femoral acostado,Barra para Ligas + Banda,"Coloca la barra en los trapecios. Baja mas alla del paralelo con control
  manteniendo la espalda recta. Sube empujando con fuerza desde los talones.","De pie frente a la barra en el suelo. Agarra la barra y levantala
  extendiendo caderas y rodillas simultaneamente hasta estar de pie. Baja con
  control.","Sientate en la prensa con los pies en la parte alta de la plataforma.
  Baja la plataforma flexionando las rodillas y empuja para subir.","Acuestate boca abajo con los tobillos bajo el cojin. Flexiona las
  rodillas con fuerza llevando los talones hacia los gluteos. Baja lento (3
  segundos).",Sujeta una liga atada a la barra a la altura del pecho. Extiende una pierna al frente y baja con la otra haciendo sentadilla completa. Usa la liga para asistir la subida.,4 series de 6-8 reps,4 series de 5-6 reps,4 series de 5-6 reps,4 series de 8-10 reps,4 series de 8-10 reps,4 series de 8-10 reps,4 series de 8-10 reps,4 series de 4-6 reps por pierna,4 series de 4-6 reps por pierna,"Requiere buena movilidad de tobillo y cadera. Usa zapatos con tacon o
  disco bajo los talones si es necesario.","La barra siempre pegada al cuerpo. Espalda recta. Empuja el suelo con los
  pies.","Pies altos enfatiza gluteos e isquiotibiales. No levantes la espalda baja
  del respaldo.","Manten la cadera pegada al banco. La fase excentrica lenta (bajada) es
  clave para hipertrofia.",La liga ayuda en la parte más difícil (abajo). Conforme ganes fuerza usa ligas más delgadas.,"Cuadriceps, Gluteos, Isquiotibiales","Isquiotibiales, Gluteos, Espalda baja, Cuadriceps","Gluteos, Isquiotibiales, Cuadriceps",Isquiotibiales,"Cuádriceps, Glúteos, Core", Método Híbrido V&V,,Pino,Tren Inferior,,Mas de 3 Dias,Martes Viernes,Martes Viernes,Martes Viernes,4 series de 6-8 reps,,,,,
