exercise_id,slug,nombre interno,nombre público actual,nombre público recomendado,estado,Sistema al que pertenece,Ruta o Rutas,Madera o punto de partida,modalidad,patrón de movimiento,objetivo,grupo muscular,equipo,espacio requerido,posición inicial,ejecución paso a paso,indicaciones técnicas,respiración,errores comunes,regresiones,progresiones,repeticiones,series,tiempo,descanso,tempo,duración estimada,criterios de finalización,advertencias,contraindicaciones,activo visual asociado,video asociado,miniatura asociada,pantalla donde aparece,componente donde aparece,archivo fuente,datos faltantes,contradicciones,estado visual
EJ095,remo-con-barra,Remo con Barra,Remo con Barra,Remo con Barra,pendiente,,,,,,,"Dorsales, Romboides, Trapecio, Biceps",Barra,,,"De pie con las rodillas ligeramente flexionadas e inclinado a 45°. Agarra la barra con agarre prono. Tira hacia el abdomen bajo apretando la espalda.
Baja con control.",Manten la espalda recta y el core apretado. No uses impulso con las piernas.,,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/M2hjMJopeXeuPTbh2io6.jpeg,,,,,Supabase: ejercicios_biblioteca,,,
EJ096,press-militar-con-barra,Press Militar con Barra,Press Militar con Barra,Press Militar con Barra,pendiente,,,,,,,"Deltoides, Triceps, Trapecio, Core",Rack + Barra,,,De pie con la barra a la altura de los hombros. Agarre a la anchura de los hombros. Empuja la barra sobre la cabeza extendiendo completamente. Baja con control al menton.,Aprieta gluteos y abdomen para estabilizar. No arquees la espalda baja.,,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/sRcZGzTMmnDjv55emkBc.jpeg,,,,,Supabase: ejercicios_biblioteca,,,
EJ098,extensión-de-triceps-con-barra-z,Extensión de Triceps con Barra Z,Extensión de Triceps con Barra Z,Extensión de Triceps con Barra Z,pendiente,,,,,,,Triceps,Banco plano + Barra Z,,,"Acuestate en el banco con la barra Z sobre la cabeza y brazos extendidos.
  Baja la barra hacia la frente flexionando los codos. Extiende para subir.","Manten los codos apuntando al techo. La barra Z reduce tensión en muñecas
  vs barra recta.",,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/jJ1kDGaYALNHEm3k8t20.jpeg,,,,,Supabase: ejercicios_biblioteca,,,
EJ099,press-declinado-con-mancuernas,Press Declinado con Mancuernas,Press Declinado con Mancuernas,Press Declinado con Mancuernas,pendiente,,,,,,,"Pecho inferior, Triceps",Banco declinado + Mancuernas,,,"Acuestate en banco declinado con los pies asegurados. Sube las mancuernas
  sobre el pecho y baja con los codos a 90°. Empuja hacia arriba.","El angulo declinado enfatiza el pecho inferior. No uses peso excesivo por
  la posición invertida.",,,,,,,,,,,,,,video,,,,,Supabase: ejercicios_biblioteca,,,
EJ101,elevaciones-laterales-inclinado,Elevaciones Laterales Inclinado,Elevaciones Laterales Inclinado,Elevaciones Laterales Inclinado,pendiente,,,,,,,Deltoides lateral,Banco inclinado 45° + Mancuernas,,,"Acuestate de lado en un banco inclinado. Con la mancuerna en la mano
  libre sube el brazo lateralmente hasta la altura del hombro. Baja con
  control.","La inclinación elimina el impulso y aisla mejor el deltoides lateral. Usa
  peso ligero.",,,,,,,,,,,,,,video,,,,,Supabase: ejercicios_biblioteca,,,
EJ092,aducción-en-maquina,Aducción en Maquina,Aducción en Maquina,Aducción en Maquina,pendiente,,,,,,,Aductores,Maquina de aductores,,,"Sientate en la mÃ¡quina con las piernas abiertas sobre los cojines. Junta
  las piernas apretando los aductores. Regresa con control.",Aprieta 1 segundo al juntar las piernas. Usa peso moderado y control.,,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/EJ092_1784155486430.png,,,,,Supabase: ejercicios_biblioteca,,,
EJ091,curl-femoral-sentado-en-maquina,Curl Femoral Sentado en Maquina,Curl Femoral Sentado en Maquina,Curl Femoral Sentado en Maquina,pendiente,,,,,,,Isquiotibiales,Maquina curl femoral sentado,,,"Sientate en la maquina con las piernas extendidas sobre el cojin.
  Flexiona las rodillas llevando los talones hacia abajo y atras. Regresa con
  control.","Ajusta el respaldo para que las rodillas queden alineadas con el eje de
  la maquina.",,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/EJ091_1784833080228.png,,,,,Supabase: ejercicios_biblioteca,,,
EJ090,step-up-con-mancuernas,Step-Up con Mancuernas,Step-Up con Mancuernas,Step-Up con Mancuernas,pendiente,,,,,,,"Cuadriceps, Gluteos",Banco o cajon + Mancuernas,,,"Con una mancuerna en cada mano sube a un banco firme con una pierna.
  Empuja solo con la pierna de arriba para subir todo el cuerpo. Baja con
  control.",No te impulses con la pierna de abajo. Manten el torso erguido.,,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/EJ090_1784835050753.png,,,,,Supabase: ejercicios_biblioteca,,,
EJ100,dominadas-con-peso,Dominadas con Peso,Dominadas con Peso,Dominadas con Peso,pendiente,,,,,,,"Dorsales, Biceps, Romboides, Core",Barra de dominadas + Cinturon con disco,,,"Cuelga de la barra con disco atado al cinturan. Tira del cuerpo hacia
  arriba hasta que la barbilla pase la barra. Baja con control.","Inicia el movimiento retrayendo las escapulas. Si no puedes con peso
  empieza con tu peso corporal.",,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/EJ100_1785109321261.png,,,,,Supabase: ejercicios_biblioteca,,,
EJ103,fondos-con-peso-en-paralelas,Fondos con Peso en Paralelas,Fondos con Peso en Paralelas,Fondos con Peso en Paralelas,pendiente,,,,,,,"Pecho, Triceps, Deltoides frontal",Paralelas + Cinturon con disco,,,"Sujeta las paralelas con disco atado al cinturon. Baja doblando los codos
  hasta que los hombros queden por debajo de los codos. Empuja para subir.","Inclina el torso al frente para mas pecho. Vertical para mas tricceps.
  Controla la bajada.",,,,,,,,,,,,,,video,,,,,Supabase: ejercicios_biblioteca,,,
EJ105,remo-pendlay-con-barra,Remo Pendlay con Barra,Remo Pendlay con Barra,Remo Pendlay con Barra,pendiente,,,,,,,"Dorsales, Trapecio, Romboides, Biceps",Barra,,,"Inclinate con el torso paralelo al suelo. La barra en el piso. Tira
  explosivamente hacia el abdomen y baja con control hasta el suelo en cada
  rep.","Cada repetición empieza desde el suelo. Mas explosivo que el remo normal.
  Espalda siempre recta.",,,,,,,,,,,,,,video,,,,,Supabase: ejercicios_biblioteca,,,
EJ106,face-pull-en-polea,Face Pull en Polea,Face Pull en Polea,Face Pull en Polea,pendiente,,,,,,,"Deltoides posterior, Trapecio, Romboides",Polea alta + Cuerda,,,"De pie frente a la polea alta con la cuerda a la altura de la cara. Tira
  hacia la cara abriendo los codos hacia afuera. Aprieta los omoplatos atras.","Excelente para salud del hombro y postura. Rota los puÃ±os hacia afuera
  al final del movimiento.",,,,,,,,,,,,,,video,,,,,Supabase: ejercicios_biblioteca,,,
EJ108,press-de-triceps-en-polea-con-cuerda,Press de Triceps en Polea con Cuerda,Press de Triceps en Polea con Cuerda,Press de Triceps en Polea con Cuerda,pendiente,,,,,,,Triceps,Polea alta + Cuerda,,,"De pie frente a la polea. Sujeta la cuerda y empuja hacia abajo separando
  los extremos al final del movimiento. Regresa con control.","Separa la cuerda al final para activar la cabeza lateral del triceps.
  Codos fijos al cuerpo.",,,,,,,,,,,,,,video,,,,,Supabase: ejercicios_biblioteca,,,
EJ110,peso-muerto-convencional,Peso Muerto Convencional,Peso Muerto Convencional,Peso Muerto Convencional,pendiente,,,,,,,"Isquiotibiales, Gluteos, Espalda baja, Cuadriceps",Barra + Discos,,,"De pie frente a la barra en el suelo. Agarra la barra y levantala
  extendiendo caderas y rodillas simultaneamente hasta estar de pie. Baja con
  control.","La barra siempre pegada al cuerpo. Espalda recta. Empuja el suelo con los
  pies.",,,,,,,,,,,,,,video,,,,,Supabase: ejercicios_biblioteca,,,
EJ111,prensa-de-piernas-(pies-altos),Prensa de Piernas (pies altos),Prensa de Piernas (pies altos),Prensa de Piernas (pies altos),pendiente,,,,,,,"Gluteos, Isquiotibiales, Cuadriceps",Maquina prensa de piernas,,,"Sientate en la prensa con los pies en la parte alta de la plataforma.
  Baja la plataforma flexionando las rodillas y empuja para subir.","Pies altos enfatiza gluteos e isquiotibiales. No levantes la espalda baja
  del respaldo.",,,,,,,,,,,,,,video,,,,,Supabase: ejercicios_biblioteca,,,
EJ113,elevación-de-talones-sentado-con-disco,Elevación de Talones Sentado con Disco,Elevación de Talones Sentado con Disco,Elevación de Talones Sentado con Disco,pendiente,,,,,,,"Soleo, Pantorrillas",Banco + Disco sobre rodillas,,,"Sientate en un banco con un disco sobre las rodillas. Sube los talones
  apretando los soleos. Baja completamente estirando. Pausa arriba 2 segundos.",El soleo se activa mas con rodilla flexionada. ,,,,,,,,,,,,,,video,,,,,Supabase: ejercicios_biblioteca,,,
EJ114,sentadilla-bulgara-con-mancuernas,Sentadilla Bulgara con Mancuernas,Sentadilla Bulgara con Mancuernas,Sentadilla Bulgara con Mancuernas,pendiente,,,,,,,"Cuadriceps, Gluteos, Isquiotibiales",Banco + Mancuernas,,,"Coloca el empeine trasero en un banco. Con una mancuerna en cada mano
  baja flexionando la rodilla delantera. Sube con fuerza.","Las mancuernas permiten rango natural. Manten el torso ligeramente
  inclinado para trabajo de guteo.",,,,,,,,,,,,,,video,,,,,Supabase: ejercicios_biblioteca,,,
EJ115,hip-thrust-con-barra-(pies-elevados),Hip Thrust con Barra (pies elevados),Hip Thrust con Barra (pies elevados),Hip Thrust con Barra (pies elevados),pendiente,,,,,,,"Gluteos, Isquiotibiales",Banco + Barra + Pad + Step,,,"Espalda alta en banco y pies sobre un step/cajon. Barra con pad sobre la
  cadera. Empuja la cadera arriba apretando gluteos. Baja sin tocar el suelo.","La elevación de pies aumenta el rango y la activación del gluteo. Aprieta
  arriba 2 segundos.",,,,,,,,,,,,,,video,,,,,Supabase: ejercicios_biblioteca,,,
EJ116,zancada-caminando-con-barra,Zancada Caminando con Barra,Zancada Caminando con Barra,Zancada Caminando con Barra,pendiente,,,,,,,"Cuadriceps, Gluteos, Isquiotibiales, Core",Barra,,,"Coloca la barra en los trapecios. Da pasos largos alternados hacia
  adelante bajando la rodilla trasera casi al suelo. Avanza sin detenerte.",Manten el core apretado para estabilidad. Pasos largos para mas gluteo,,,,,,,,,,,,,,video,,,,,Supabase: ejercicios_biblioteca,,,
EJ117,extensión-de-cuadriceps-unilateral,Extensión de Cuadriceps Unilateral,Extensión de Cuadriceps Unilateral,Extensión de Cuadriceps Unilateral,pendiente,,,,,,,Cuadriceps,Maquina extensión de cuadriceps,,,"Sientate en la maquina y extiende una pierna a la vez. Sube hasta
  extensión completa y baja lento (3 segundos).","El trabajo unilateral corrige desbalances entre piernas. Aprieta el
  cuadriceps arriba.",,,,,,,,,,,,,,video,,,,,Supabase: ejercicios_biblioteca,,,
EJ118,peso-muerto-sumo-con-barra,Peso Muerto Sumo con Barra,Peso Muerto Sumo con Barra,Peso Muerto Sumo con Barra,pendiente,,,,,,,"Cuadriceps, Aductores, Gluteos, Isquiotibiales",Barra + Discos,,,"De pie con los pies muy abiertos y las puntas hacia afuera. Agarra la
  barra con agarre estrecho entre las piernas. Levanta extendiendo caderas y
  rodillas.","Pecho arriba y espalda recta. El agarre sumo enfatiza mÃ¡s los aductores
  y cuadriceps.",,,,,,,,,,,,,,video,,,,,Supabase: ejercicios_biblioteca,,,
EJ119,sentadilla-hack-en-maquina,Sentadilla Hack en Maquina,Sentadilla Hack en Maquina,Sentadilla Hack en Maquina,pendiente,,,,,,,"Cuadriceps, Gluteos",Maquina hack squat,,,"Colocate en la maquina con la espalda contra el respaldo y los hombros
  bajo los cojines. Baja flexionando las rodillas y sube empujando con fuerza.","La maquina guia el movimiento y protege la espalda baja. Excelente para
  aislar cuadriceps.",,,,,,,,,,,,,,video,,,,,Supabase: ejercicios_biblioteca,,,
EJ120,peso-muerto-rumano-con-mancuernas,Peso Muerto Rumano con Mancuernas,Peso Muerto Rumano con Mancuernas,Peso Muerto Rumano con Mancuernas,pendiente,,,,,,,"Isquiotibiales, Gluteos",Mancuernas,,,"De pie con una mancuerna en cada mano frente a los muslos. Inclina el
  torso con rodillas ligeramente flexionadas. Baja las mancuernas por las
  piernas. Sube apretando gluteos.","Las mancuernas permiten un rango de movimiento mas natural que la barra.
  Espalda siempre recta.",,,,,,,,,,,,,,video,,,,,Supabase: ejercicios_biblioteca,,,
EJ121,peso-muerto-con-barra,Peso Muerto con Barra,Peso Muerto con Barra,Peso Muerto con Barra,pendiente,,,,,,,"Isquiotibiales, Glúteos, Espalda baja, Cuádriceps, Trapecio",Barra,,,De pie frente a la barra en el suelo con los pies a la anchura de la cadera. Agarra la barra con agarre prono o mixto justo por fuera de las rodillas. Empuja el suelo con los pies extendiendo caderas y rodillas simultáneamente hasta estar completamente de pie. Baja con control invirtiendo el movimiento.,La barra siempre pegada al cuerpo durante todo el recorrido. Espalda recta y pecho arriba. Activa los dorsales antes de levantar como si quisieras doblar la barra hacia ti.,,,,,,,,,,,,,,video,,,,,Supabase: ejercicios_biblioteca,,,
EJ123,elevación-de-talones-de-pie-en-maquina,Elevación de Talones de Pie en Maquina,Elevación de Talones de Pie en Maquina,Elevación de Talones de Pie en Maquina,pendiente,,,,,,,Pantorrillas (Gemelos y Soleo),Maquina de elevación de talones,,,"De pie en la maquina con los hombros bajo los cojines y las puntas de los
  pies en la plataforma. Sube los talones apretando las pantorrillas. Baja
  estirando completamente.","Pausa de 2 segundos arriba y estiramiento completo abajo. Rango completo
  es clave para pantorrillas.",,,,,,,,,,,,,,video,,,,,Supabase: ejercicios_biblioteca,,,
EJ107,curl-araña-con-barra-z,Curl Araña con Barra Z,Curl Araña con Barra Z,Curl Araña con Barra Z,pendiente,,,,,,,Biceps,Banco inclinado + Barra Z,,,"Apoya el pecho en un banco inclinado con los brazos colgando. Sujeta la
  barra Z y flexiona los codos subiendo la barra. Baja con control.","La posición elimina el impulso por completo. Maxima activación del
  biceps.",,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/EJ107_1784830855052.jpg,,,,,Supabase: ejercicios_biblioteca,,,
EJ109,sentadilla-profunda-con-barra,Sentadilla Profunda con Barra,Sentadilla Profunda con Barra,Sentadilla Profunda con Barra,pendiente,,,,,,,"Cuadriceps, Gluteos, Isquiotibiales",Rack + Barra,,,"Coloca la barra en los trapecios. Baja mas alla del paralelo con control
  manteniendo la espalda recta. Sube empujando con fuerza desde los talones.","Requiere buena movilidad de tobillo y cadera. Usa zapatos con tacon o
  disco bajo los talones si es necesario.",,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/EJ109_1784834819544.jpg,,,,,Supabase: ejercicios_biblioteca,,,
EJ122,curl-femoral-nordico-asistido,Curl Femoral Nordico Asistido,Curl Femoral Nordico Asistido,Curl Femoral Nordico Asistido,pendiente,,,,,,,"Isquiotibiales, Gluteos",Maquina GHR o compañero que sujete los pies,,,"Arrodillate con los pies asegurados. Baja el torso lentamente hacia el
  suelo (5 segundos) resistiendo la cai­da con los isquiotibiales. Usa las
  manos para empujarte al subir si es necesario.","Enfocate en la bajada lenta. Es el ejercicio mas efectivo para
  isquiotibiales. Progresa hasta hacerlo sin manos.",,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/EJ122_1784833018801.jpg,,,,,Supabase: ejercicios_biblioteca,,,
EJ124,fondos-asistidos-en-paralelas,Fondos Asistidos en Paralelas,Fondos Asistidos en Paralelas,Fondos Asistidos en Paralelas,pendiente,,,,,,,"Triceps, Pecho inferior, Deltoides frontal",Barras Paralelas bajas,,,Sujeta las barras con los brazos extendidos y los pies apoyados en el suelo con las rodillas flexionadas. Baja el cuerpo doblando los codos hasta que los brazos formen 90 grados. Empuja con fuerza para subir.,Usa los pies solo como apoyo parcial. Conforme ganes fuerza apoya cada vez menos los pies hasta poder hacerlos sin asistencia.,,,,,,,,,,,,,,video,,,,,Supabase: ejercicios_biblioteca,,,
EJ126,retracciones-escapulares-en-barra,Retracciones escapulares en barra,Retracciones escapulares en barra,Retracciones escapulares en barra,pendiente,,,,,,,"Escápulas, dorsales, trapecio medio",Barra de dominadas,,,"Cuélgate de la barra con los codos completamente estirados. Desde ahí, baja y junta las escápulas para elevar ligeramente el cuerpo sin doblar los brazos.","Haz un movimiento corto pero limpio. Si doblas los codos, deja de ser retracción escapular.",,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/UHgLfAfSkfiI1nhTWmN6.jpeg,,,,,Supabase: ejercicios_biblioteca,,,
EJ127,remo-invertido-/-australiana,Remo invertido / australiana,Remo invertido / australiana,Remo invertido / australiana,pendiente,,,,,,,"Dorsales, bíceps, romboides",Barra baja o barra de dominadas,,,Colócate debajo de la barra con el cuerpo recto y los talones apoyados. Tira del pecho hacia la barra apretando la espalda y baja con control.,"Cuanto más horizontal quede tu cuerpo, más difícil será. Ajusta la inclinación sin perder técnica.",,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/Z9tqydO7EPHrGsXUTLgn.jpeg,,,,,Supabase: ejercicios_biblioteca,,,
EJ128,dominadas-negativas,Dominadas negativas,Dominadas negativas,Dominadas negativas,pendiente,,,,,,,"Dorsales, bíceps, antebrazos",Barra de dominadas + cajón o salto,,,Empieza arriba con la barbilla por encima de la barra usando un cajón o un salto. Desde ahí baja lentamente controlando todo el recorrido hasta extender los brazos.,La bajada debe ser lenta y uniforme. No te sueltes al final ni caigas de golpe.,,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/8ogyHr6kuVDQ19ijq2Ow.jpeg,,,,,Supabase: ejercicios_biblioteca,,,
EJ129,isométrico-arriba,Isométrico arriba,Isométrico arriba,Isométrico arriba,pendiente,,,,,,,"Dorsales, bíceps, escápulas","Barra de dominadas + cajón o
salto",,,Colócate arriba con la barbilla por encima de la barra y mantén esa posición el tiempo indicado. Aprieta fuerte espalda y bíceps mientras sostienes el cuerpo sin perder altura.,"Mantén el pecho alto y los codos cerca del cuerpo. Si bajas demasiado, termina el intento y descansa.",,,,,,,,,,,,,,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/oNxuGVrNf8TqyDD8PKHm.jpeg,,,,,Supabase: ejercicios_biblioteca,,,
SentadillaBlgaraconPausa,sentadilla-búlgara-con-pausa,Sentadilla Búlgara con Pausa,Sentadilla Búlgara con Pausa,Sentadilla Búlgara con Pausa,pendiente,,,,,,,"Cuádriceps, Glúteos, Isquiotibiales","Silla o
  superficie elevada",,,"Coloca el empeine trasero en una silla. Baja en zancada búlgara y mantén 2-3
segundos en la parte baja antes de subir con fuerza.","La pausa
  elimina el rebote y aumenta la tensión en glúteo y cuádriceps.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
HipThrustaUnaPiernaelevado,hip-thrust-a-una-pierna-(elevado),Hip Thrust a Una Pierna (elevado),Hip Thrust a Una Pierna (elevado),Hip Thrust a Una Pierna (elevado),pendiente,,,,,,,"Glúteos, Isquiotibiales,
  Core",Silla o banco,,,Apoya la espalda alta en una silla y deja un pie en el suelo mientras la otra pierna queda extendida. Empuja la cadera hasta alinearla con el torso y baja con control.,"Mantén la cadera nivelada en
  todo momento y aprieta el glúteo 2 segundos arriba.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
ElevacindeTalonesaUnaPiernaconPausa,elevación-de-talones-a-una-pierna-con-pausa,Elevación de Talones a Una Pierna con Pausa,Elevación de Talones a Una Pierna con Pausa,Elevación de Talones a Una Pierna con Pausa,pendiente,,,,,,,Pantorrillas (Gemelos y Sóleo),"Muro
  para equilibrio",,,"De pie sobre una pierna y con apoyo ligero en la pared, eleva el talón al máximo, mantén 2-3 segundos arriba y baja lentamente.","Haz el
  recorrido completo y evita rebotar abajo.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PistolSquatNegativa,pistol-squat-negativa,Pistol Squat Negativa,Pistol Squat Negativa,Pistol Squat Negativa,pendiente,,,,,,,"Cuádriceps, Glúteos, Core",Caja o apoyo bajo,,,Extiende una pierna al frente y baja en una pistol squat lo más lento posible hasta sentarte en una superficie baja o tocar controladamente.,"Haz una bajada de 4-5 segundos y
  usa las manos solo si es necesario para levantarte.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
ZancadaBlgaraExplosiva,zancada-búlgara-explosiva,Zancada Búlgara Explosiva,Zancada Búlgara Explosiva,Zancada Búlgara Explosiva,pendiente,,,,,,,"Cuádriceps, Glúteos, Pantorrillas","Silla o
  superficie elevada",,,"Con el pie trasero elevado, baja en zancada búlgara y sube de forma explosiva.","Aterriza
  suave y mantén la rodilla alineada con el pie.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
DominadasPronas,dominadas-pronas,Dominadas Pronas,Dominadas Pronas,Dominadas Pronas,pendiente,,,,,,,"Dorsales, Bíceps,
  Romboides, Core",Barra de dominadas,,,Cuelga de la barra con agarre prono un poco más ancho que los hombros. Tira hasta pasar la barbilla y baja con control total.,"Inicia con depresión escapular
  antes de flexionar los codos.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
DominadasSupinas,dominadas-supinas,Dominadas Supinas,Dominadas Supinas,Dominadas Supinas,pendiente,,,,,,,"Bíceps, Dorsales, Romboides",Barra de dominadas,,,Cuelga de la barra con palmas hacia ti. Tira hasta llevar la barbilla por encima de la barra y baja con control.,"Piensa en llevar el pecho hacia
  la barra para activar mejor la espalda.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
LSitenParalelas,l-sit-en-paralelas,L-Sit en Paralelas,L-Sit en Paralelas,L-Sit en Paralelas,pendiente,,,,,,,"Core, Flexores",Barras Paralelas de Madera Veta & Vigor,,,Core estático calisténico.,Traba rodillas y pies en punta.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
SkaterSquat,skater-squat,Skater Squat,Skater Squat,Skater Squat,pendiente,,,,,,,"Cuádriceps, Core",Suelo (Tapete),,,Baja a una pierna intentando tocar la rodilla libre en el suelo (sobre tapete) sin apoyar el pie trasero.,Inclina un poco el torso hacia adelante para equilibrio.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
SentadillaCosacaProfunda,sentadilla-cosaca-profunda,Sentadilla Cosaca Profunda,Sentadilla Cosaca Profunda,Sentadilla Cosaca Profunda,pendiente,,,,,,,"Aductores, Cuádriceps",Suelo,,,Abre piernas al máximo y baja hacia un lado logrando la mayor profundidad sin levantar el talón de apoyo.,Mejora tu movilidad activa.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
PistolSquatAsistida,pistol-squat-asistida,Pistol Squat Asistida,Pistol Squat Asistida,Pistol Squat Asistida,pendiente,,,,,,,"Cuádriceps, Core",Liga o soporte,,,Baja a una pierna con asistencia necesaria de la liga para volver a subir.,"Enfócate en la tensión de la pierna que trabaja, no en los brazos que asisten.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
RemoAustralianoExplosivo,remo-australiano-explosivo,Remo Australiano Explosivo,Remo Australiano Explosivo,Remo Australiano Explosivo,pendiente,,,,,,,Espalda,Barra baja o anillas,,,Tira explosivamente acercando la barra al pecho.,Toque explosivo.,,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
EJ125,colgarse-de-la-barra-(dead-hang),Colgarse de la barra (dead hang),Colgarse de la barra (dead hang),Colgarse de la barra (dead hang),pendiente,,,,,,,"Agarre, antebrazos,
  escápulas",Barra de dominadas,,,Cuélgate de la barra con agarre firme y deja el cuerpo extendido. Mantén los hombros activos sin encogerte por completo y respira con control.,"Piensa en alejar los hombros de las orejas. El objetivo no es solo aguantar, sino crear control escapular.",,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/EJ125_1784829641187.png,,,,,Supabase: ejercicios_biblioteca,,,
WallSitaUnaPierna,wall-sit-a-una-pierna,Wall Sit a Una Pierna,Wall Sit a Una Pierna,Wall Sit a Una Pierna,pendiente,,,,,,,"Cuádriceps, Glúteos, Core",Muro,,,Apoya la espalda en la pared en posición de sentadilla y extiende una pierna al frente manteniendo la otra soportando la carga.,"Aprieta
  fuerte el abdomen y no dejes que la cadera se ladee.",,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/WallSitaUnaPierna_1784835110010.png,,,,,Supabase: ejercicios_biblioteca,,,
StepUpAltoExplosivo,step-up-alto-explosivo,Step-Up Alto Explosivo,Step-Up Alto Explosivo,Step-Up Alto Explosivo,pendiente,,,,,,,"Cuádriceps, Glúteos, Pantorrillas","Silla
  firme o cajón alto",,,Coloca un pie sobre una superficie alta y sube explosivamente impulsando el cuerpo hacia arriba con la pierna de apoyo. Baja con control.,"No te
  impulses con la pierna de abajo; toda la fuerza debe venir de la pierna que
  sube.",,,,,,,,,,,,,,https://rhxseahupujjqhcrthpf.supabase.co/storage/v1/object/public/imagenes/ejercicios/StepUpAltoExplosivo_1784835146781.png,,,,,Supabase: ejercicios_biblioteca,,,
PikePushupspieselevados,pike-push-ups-(pies-elevados),Pike Push-ups (pies elevados),Pike Push-ups (pies elevados),Pike Push-ups (pies elevados),pendiente,,,,,,,"Deltoides, Tríceps, Trapecio superior","Barras
  Paralelas bajas + silla",,,Coloca manos en paralelas y pies elevados en una silla. Forma una V invertida y baja la cabeza entre las manos antes de empujar arriba.,"Mantén
  la cadera alta para cargar más sobre los hombros.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
DominadasMixtas,dominadas-mixtas,Dominadas Mixtas,Dominadas Mixtas,Dominadas Mixtas,pendiente,,,,,,,"Dorsales, Bíceps,
  Antebrazo, Core",Barra de dominadas,,,Realiza dominadas usando una mano en agarre prono y la otra en supino. Completa las repeticiones y luego cambia la posición de las manos.,"Evita rotar demasiado el torso y
  reparte la carga entre ambos brazos.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
FlexionesenParalelasprofundas,flexiones-en-paralelas-(profundas),Flexiones en Paralelas (profundas),Flexiones en Paralelas (profundas),Flexiones en Paralelas (profundas),pendiente,,,,,,,"Pectorales, Tríceps, Deltoides","Barras
  Paralelas bajas",,,"En posición de plancha sobre paralelas, baja el pecho por debajo del nivel de
las barras para aprovechar el rango extra y luego sube con fuerza.","Controla
  especialmente la parte baja y no colapses hombros.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
RemoAustralianoconPiesElevados,remo-australiano-con-pies-elevados,Remo Australiano con Pies Elevados,Remo Australiano con Pies Elevados,Remo Australiano con Pies Elevados,pendiente,,,,,,,"Dorsales, Bíceps, Romboides","Barra
  baja + silla",,,Haz un remo australiano con los pies elevados sobre una silla para dejar el cuerpo más horizontal. Tira el pecho a la barra y baja con control.,"Mantén
  glúteos y abdomen apretados para no perder la línea corporal.",,,,,,,,,,,,,,,,,,,Supabase: ejercicios_biblioteca,,,
